Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EnvironmentSatisfaction,Gender,JobInvolvement,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,NumCompaniesWorked,Over18,OverTime,SalaryIncrease,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,HighPerformance
50,No,Travel_Frequently,Human Resources,5,3,1,Male,3,Manager,2,Married,18200,1,Y,No,11,3,1,32,2,1,32,5,10,7,0
21,No,Travel_Rarely,Research & Development,24,2,3,Male,3,Research Scientist,4,Single,1232,1,Y,No,14,4,0,0,6,3,0,0,0,0,0
58,No,Non-Travel,Sales,3,3,2,Male,3,Manager,2,Divorced,16291,4,Y,No,22,4,1,37,0,2,16,9,14,14,1
39,No,Travel_Rarely,Sales,39,1,2,Female,2,Sales Executive,4,Married,12031,0,Y,No,11,1,1,21,2,2,20,9,9,6,0
35,No,Travel_Rarely,Research & Development,26,2,4,Female,2,Manufacturing Director,2,Married,4788,0,Y,Yes,11,4,0,4,2,3,3,2,0,2,0
35,No,Travel_Rarely,Sales,26,3,3,Male,3,Sales Executive,2,Married,8020,0,Y,No,15,3,2,12,3,2,11,9,6,9,0
44,Yes,Travel_Frequently,Research & Development,39,3,4,Male,3,Laboratory Technician,3,Divorced,3161,3,Y,Yes,22,4,1,19,0,1,1,0,0,0,1
27,No,Travel_Rarely,Research & Development,27,3,3,Male,3,Research Scientist,2,Married,3058,0,Y,Yes,16,4,1,6,3,2,5,2,1,1,0
49,No,Travel_Frequently,Research & Development,3,1,2,Male,3,Research Director,4,Married,19161,3,Y,No,15,4,0,28,3,3,5,4,4,3,0
29,No,Travel_Rarely,Research & Development,47,1,4,Male,1,Healthcare Representative,3,Divorced,6384,8,Y,No,17,4,2,11,3,3,7,0,1,6,0
51,No,Travel_Rarely,Sales,23,2,3,Female,3,Sales Executive,4,Married,4936,4,Y,No,11,3,1,18,2,2,7,7,0,7,0
30,No,Travel_Rarely,Sales,24,2,3,Male,2,Sales Executive,1,Divorced,7140,2,Y,No,11,1,1,12,2,3,7,7,1,7,0
44,No,Travel_Rarely,Research & Development,6,2,3,Male,4,Manager,1,Divorced,19190,1,Y,No,14,4,2,26,4,2,25,9,14,13,0
48,No,Travel_Rarely,Research & Development,6,4,3,Male,2,Healthcare Representative,3,Single,10999,7,Y,No,14,2,0,27,3,3,15,11,4,8,0
52,No,Travel_Rarely,Research & Development,2,4,3,Male,2,Manager,3,Married,19999,0,Y,No,14,1,1,34,5,3,33,18,11,9,0
29,No,Travel_Rarely,Research & Development,10,1,2,Female,3,Laboratory Technician,4,Married,3131,1,Y,No,13,1,1,10,5,3,10,8,0,8,0
49,No,Travel_Rarely,Research & Development,2,3,3,Male,3,Manager,3,Single,15379,4,Y,No,14,1,0,23,2,3,8,7,0,0,0
31,No,Non-Travel,Sales,3,4,4,Female,3,Sales Executive,3,Divorced,9852,1,Y,Yes,19,1,1,10,5,2,10,8,9,6,0
38,No,Travel_Rarely,Research & Development,24,2,3,Male,2,Research Director,4,Divorced,11510,0,Y,Yes,14,2,1,12,3,3,11,10,2,9,0
30,No,Travel_Rarely,Sales,26,1,4,Male,3,Sales Executive,3,Married,5301,8,Y,No,15,3,2,4,2,2,2,1,2,2,0
22,No,Non-Travel,Research & Development,42,2,2,Female,2,Research Scientist,3,Married,2814,1,Y,Yes,14,2,0,4,2,2,4,2,1,3,0
36,No,Travel_Frequently,Sales,11,3,1,Female,4,Sales Executive,1,Married,4639,2,Y,No,16,4,1,17,2,2,15,7,6,13,0
48,No,Travel_Rarely,Sales,47,1,1,Female,3,Manager,3,Married,12504,3,Y,No,21,2,1,15,3,1,0,0,0,0,1
45,No,Non-Travel,Sales,10,3,4,Female,2,Sales Executive,4,Single,8865,6,Y,No,12,4,0,23,2,3,19,7,12,8,0
28,No,Travel_Frequently,Sales,2,2,3,Male,2,Sales Executive,4,Married,6834,1,Y,Yes,12,3,1,7,2,3,7,7,0,7,0
25,No,Non-Travel,Research & Development,8,2,2,Male,4,Healthcare Representative,1,Divorced,4000,1,Y,No,12,4,2,6,2,3,6,3,1,5,0
42,No,Travel_Rarely,Research & Development,3,4,1,Male,2,Healthcare Representative,4,Single,6781,3,Y,No,23,2,0,14,6,3,1,0,0,0,1
28,No,Travel_Rarely,Sales,16,1,4,Male,3,Sales Representative,2,Married,1052,1,Y,No,22,2,0,1,5,3,1,0,0,0,1
60,No,Travel_Rarely,Research & Development,2,4,3,Male,1,Healthcare Representative,4,Divorced,10883,3,Y,No,20,3,1,19,2,4,1,0,0,0,1
37,No,Travel_Rarely,Research & Development,6,1,3,Male,3,Research Scientist,3,Married,2996,7,Y,Yes,15,4,0,8,2,3,6,4,1,3,0
33,Yes,Travel_Rarely,Research & Development,16,1,1,Male,1,Laboratory Technician,4,Divorced,3408,7,Y,No,13,1,3,8,2,3,4,3,1,3,0
37,Yes,Travel_Rarely,Research & Development,16,4,4,Male,3,Manufacturing Director,1,Single,4213,1,Y,No,15,2,0,10,4,1,10,3,0,8,0
46,No,Travel_Rarely,Sales,6,2,4,Female,2,Manager,2,Married,18789,2,Y,No,14,3,1,26,2,3,11,4,0,8,0
35,No,Travel_Rarely,Sales,2,3,1,Female,3,Sales Executive,3,Single,4859,1,Y,No,16,4,0,5,3,3,5,4,0,3,0
34,Yes,Travel_Frequently,Sales,10,2,4,Female,1,Sales Representative,3,Divorced,2351,0,Y,No,16,4,1,3,3,2,2,2,1,0,0
36,Yes,Travel_Rarely,Research & Development,24,3,1,Male,3,Laboratory Technician,3,Divorced,4834,7,Y,No,14,2,1,9,3,2,1,0,0,0,0
33,No,Travel_Rarely,Research & Development,3,3,3,Male,3,Research Scientist,4,Single,2500,0,Y,No,14,1,0,4,2,4,3,1,0,2,0
41,Yes,Travel_Rarely,Sales,2,2,2,Female,3,Sales Executive,4,Single,5993,8,Y,Yes,11,1,0,8,0,1,6,4,0,5,0
29,No,Travel_Frequently,Research & Development,3,1,4,Female,3,Laboratory Technician,2,Married,3180,0,Y,No,13,3,3,4,3,3,3,2,0,2,0
31,No,Non-Travel,Research & Development,8,3,2,Male,3,Manufacturing Director,1,Single,9936,0,Y,No,19,2,0,10,2,3,9,4,1,7,0
27,No,Travel_Frequently,Research & Development,24,3,4,Female,2,Research Scientist,1,Married,4774,0,Y,No,19,4,1,8,2,2,7,6,7,3,0
32,No,Non-Travel,Research & Development,8,4,2,Male,3,Research Scientist,2,Single,2718,2,Y,No,14,2,0,12,3,3,7,7,0,7,0
34,No,Travel_Rarely,Sales,5,2,4,Female,1,Sales Executive,4,Single,6029,5,Y,No,12,1,0,6,3,3,2,2,2,2,0
55,No,Travel_Rarely,Research & Development,23,4,3,Male,4,Research Director,2,Single,18722,8,Y,No,11,4,0,36,3,3,24,15,2,15,0
29,Yes,Travel_Rarely,Research & Development,2,4,1,Male,2,Research Scientist,1,Single,2362,6,Y,No,13,3,0,11,2,1,9,7,0,7,0
40,No,Travel_Frequently,Sales,8,4,4,Male,2,Sales Executive,1,Married,10475,5,Y,Yes,21,3,1,20,2,3,18,13,1,12,1
26,No,Travel_Frequently,Research & Development,2,2,1,Female,1,Laboratory Technician,4,Divorced,4364,3,Y,No,14,1,1,5,2,3,2,2,2,0,0
47,No,Travel_Rarely,Sales,3,2,3,Female,3,Sales Executive,4,Married,4537,0,Y,Yes,22,1,1,8,2,3,7,6,7,7,1
46,No,Travel_Frequently,Research & Development,2,3,3,Male,2,Healthcare Representative,1,Married,10673,2,Y,Yes,13,3,1,21,5,2,10,9,9,5,0
58,No,Travel_Rarely,Sales,34,3,4,Female,3,Manager,4,Married,17875,4,Y,Yes,13,3,1,29,2,2,1,0,0,0,0
40,No,Travel_Rarely,Research & Development,3,4,3,Female,3,Research Scientist,3,Married,2001,2,Y,No,14,2,3,20,2,3,5,3,0,2,0
30,No,Travel_Rarely,Research & Development,3,1,2,Male,2,Laboratory Technician,4,Single,2720,0,Y,No,13,4,0,6,3,3,5,3,1,2,0
40,No,Travel_Rarely,Research & Development,19,3,2,Female,3,Healthcare Representative,1,Divorced,4448,2,Y,No,12,2,1,15,3,3,7,4,7,7,0
47,No,Travel_Rarely,Human Resources,42,4,4,Female,3,Manager,3,Married,19658,3,Y,No,11,3,1,27,2,3,5,2,1,0,0
33,No,Travel_Rarely,Research & Development,8,4,3,Female,2,Research Scientist,4,Married,2911,1,Y,No,13,3,1,2,2,2,2,2,0,2,0
42,Yes,Travel_Frequently,Sales,19,3,3,Male,3,Sales Executive,1,Single,13758,0,Y,Yes,12,2,0,22,2,2,21,9,13,14,0
36,No,Travel_Rarely,Research & Development,3,4,3,Female,3,Manufacturing Director,2,Single,5410,9,Y,Yes,11,4,0,18,2,3,16,14,5,12,0
37,No,Travel_Rarely,Research & Development,18,3,1,Female,3,Laboratory Technician,3,Single,3629,4,Y,No,18,1,0,8,6,3,3,2,0,2,0
35,No,Travel_Frequently,Sales,18,2,4,Male,3,Sales Executive,4,Divorced,4968,1,Y,No,11,4,1,5,3,3,5,2,0,2,0
40,No,Travel_Rarely,Research & Development,3,3,2,Female,2,Laboratory Technician,3,Married,3448,6,Y,No,22,2,1,20,3,3,1,0,0,0,1
50,No,Travel_Rarely,Research & Development,3,3,3,Male,3,Research Director,3,Married,17639,5,Y,No,16,4,0,30,3,3,4,3,0,3,0
37,No,Travel_Frequently,Sales,6,4,1,Male,3,Sales Representative,4,Divorced,2793,4,Y,No,17,3,1,13,2,3,9,8,5,8,0
21,Yes,Travel_Frequently,Research & Development,16,2,1,Female,2,Laboratory Technician,3,Single,2625,1,Y,No,20,3,0,2,2,1,2,2,2,2,1
32,No,Travel_Frequently,Sales,13,3,2,Female,3,Sales Executive,4,Single,8998,1,Y,No,14,4,0,9,2,3,9,8,3,7,0
27,No,Travel_Rarely,Research & Development,10,4,1,Female,2,Research Scientist,3,Divorced,2187,0,Y,No,12,3,2,6,5,2,5,3,0,3,0
27,Yes,Travel_Frequently,Human Resources,35,3,1,Female,2,Human Resources,2,Married,2863,1,Y,No,12,1,0,1,2,1,1,0,0,0,0
31,No,Travel_Frequently,Research & Development,11,2,3,Female,2,Manufacturing Director,3,Married,8943,1,Y,No,24,1,1,10,2,3,10,9,8,9,1
26,No,Travel_Frequently,Research & Development,2,1,1,Female,2,Research Scientist,3,Divorced,2007,1,Y,No,13,3,2,5,5,3,5,3,1,3,0
56,Yes,Travel_Rarely,Research & Development,23,4,2,Female,3,Research Scientist,2,Married,4963,9,Y,Yes,18,1,3,7,2,3,5,4,4,3,0
44,No,Travel_Rarely,Research & Development,3,3,3,Female,4,Healthcare Representative,4,Married,7879,1,Y,Yes,19,2,1,9,2,3,8,7,6,7,0
49,No,Travel_Rarely,Research & Development,6,2,1,Male,2,Manager,3,Married,18711,2,Y,No,13,3,1,23,2,4,1,0,0,0,0
31,Yes,Travel_Rarely,Research & Development,35,4,4,Male,3,Manufacturing Director,3,Married,6179,1,Y,Yes,15,4,2,10,3,2,10,2,6,7,0
35,No,Travel_Rarely,Research & Development,10,4,2,Male,1,Research Scientist,4,Single,6646,1,Y,No,13,2,0,17,3,3,17,11,11,8,0
54,No,Travel_Rarely,Research & Development,31,4,4,Female,3,Manufacturing Director,1,Divorced,5485,9,Y,Yes,11,2,2,9,4,3,5,3,1,4,0
19,Yes,Travel_Rarely,Sales,35,1,4,Male,3,Sales Representative,3,Single,1675,1,Y,Yes,19,4,0,0,2,2,0,0,0,0,0
34,No,Travel_Rarely,Sales,16,4,3,Female,3,Sales Representative,3,Married,2220,1,Y,Yes,19,4,1,1,2,3,1,1,0,0,0
37,No,Travel_Rarely,Research & Development,2,3,4,Female,3,Research Scientist,4,Single,2115,1,Y,No,12,2,0,17,3,3,17,12,5,7,0
36,No,Travel_Frequently,Research & Development,5,2,4,Male,3,Laboratory Technician,2,Single,2088,4,Y,No,12,3,0,13,3,2,8,7,7,2,0
40,No,Non-Travel,Sales,45,3,3,Male,1,Sales Executive,1,Divorced,10932,3,Y,No,15,3,1,20,2,3,1,0,0,1,0
53,No,Travel_Rarely,Research & Development,10,3,4,Male,3,Laboratory Technician,4,Single,2450,2,Y,No,17,4,0,19,4,3,2,2,2,2,0
30,Yes,Travel_Frequently,Sales,19,4,2,Male,2,Sales Representative,1,Married,2033,1,Y,No,18,3,1,1,2,4,1,0,0,0,0
27,No,Travel_Rarely,Research & Development,3,4,2,Male,3,Research Scientist,2,Married,2226,1,Y,No,11,3,1,6,3,2,5,3,1,2,0
35,No,Travel_Frequently,Research & Development,29,4,3,Male,3,Healthcare Representative,3,Married,5689,1,Y,Yes,14,4,2,10,2,4,10,2,0,2,0
41,No,Non-Travel,Research & Development,11,1,2,Female,1,Research Director,3,Divorced,19973,1,Y,No,22,2,2,21,3,3,21,16,5,10,1
34,No,Travel_Rarely,Sales,3,3,3,Female,3,Sales Executive,1,Single,4538,0,Y,Yes,12,4,0,4,3,3,3,2,0,2,0
29,No,Travel_Rarely,Sales,16,3,3,Male,2,Sales Executive,3,Single,5869,9,Y,No,11,3,0,8,2,3,5,2,1,4,0
34,No,Travel_Rarely,Sales,5,1,4,Female,2,Sales Executive,4,Married,8103,3,Y,Yes,12,3,0,9,3,2,4,2,0,1,0
36,No,Travel_Rarely,Research & Development,6,4,1,Male,2,Laboratory Technician,4,Single,5810,1,Y,No,16,3,0,10,2,2,10,4,1,8,0
26,No,Travel_Rarely,Research & Development,10,3,3,Female,2,Research Scientist,2,Married,2368,1,Y,No,19,3,0,5,3,2,5,4,4,3,0
47,No,Travel_Rarely,Sales,23,3,3,Female,3,Sales Executive,3,Married,4591,3,Y,Yes,17,3,1,11,4,2,5,4,1,2,0
32,No,Travel_Rarely,Sales,13,2,3,Female,2,Sales Executive,2,Married,5228,1,Y,Yes,11,4,0,13,2,3,13,12,11,9,0
38,No,Travel_Frequently,Human Resources,2,4,4,Male,3,Human Resources,2,Married,2991,0,Y,Yes,11,2,1,7,2,3,6,2,1,2,0
43,No,Travel_Frequently,Sales,3,4,1,Male,3,Sales Executive,4,Married,5675,1,Y,No,20,3,1,7,5,3,7,7,7,7,1
29,Yes,Travel_Rarely,Research & Development,40,5,3,Female,2,Research Scientist,2,Married,2546,5,Y,No,16,2,0,6,2,4,2,2,1,1,0
34,No,Travel_Rarely,Research & Development,2,2,2,Male,2,Research Scientist,4,Married,3622,1,Y,Yes,13,4,1,6,3,3,6,5,1,3,0
24,No,Travel_Rarely,Research & Development,37,3,2,Male,4,Research Scientist,4,Married,2725,1,Y,Yes,11,2,2,6,3,3,6,5,1,4,0
29,No,Travel_Rarely,Research & Development,24,3,3,Male,3,Research Scientist,4,Single,2340,1,Y,No,19,1,0,6,1,3,6,5,1,5,0
45,No,Travel_Rarely,Research & Development,11,3,1,Female,3,Research Scientist,3,Married,4477,4,Y,Yes,19,3,1,7,2,2,3,2,0,2,0
46,Yes,Travel_Rarely,Sales,16,3,3,Female,3,Sales Executive,2,Married,7314,5,Y,No,21,3,3,14,2,3,8,7,0,7,1
35,No,Travel_Rarely,Research & Development,16,3,2,Male,3,Laboratory Technician,4,Divorced,3917,1,Y,No,20,1,1,3,4,2,3,2,1,2,1
28,No,Travel_Rarely,Research & Development,5,3,4,Female,3,Manufacturing Director,2,Divorced,7655,0,Y,No,17,2,3,10,3,2,9,7,1,7,0
39,No,Non-Travel,Research & Development,14,3,3,Male,3,Laboratory Technician,2,Single,6782,9,Y,No,15,3,0,9,2,2,5,4,0,3,0
54,No,Travel_Rarely,Research & Development,16,3,3,Female,3,Manufacturing Director,1,Single,4440,6,Y,Yes,19,4,0,9,3,3,5,2,1,4,0
35,No,Travel_Rarely,Research & Development,35,3,4,Male,1,Laboratory Technician,3,Single,4230,0,Y,No,15,3,0,6,2,3,5,4,4,3,0
33,No,Travel_Rarely,Research & Development,3,3,3,Male,3,Laboratory Technician,4,Single,2496,4,Y,No,11,4,0,7,3,3,1,1,0,0,0
52,No,Travel_Rarely,Research & Development,18,4,4,Female,3,Laboratory Technician,3,Married,3149,8,Y,No,20,2,1,9,3,3,5,2,1,4,1
18,Yes,Travel_Frequently,Sales,5,2,2,Female,3,Sales Representative,4,Single,1569,1,Y,Yes,12,3,0,0,2,4,0,0,0,0,0
59,No,Travel_Rarely,Sales,40,3,1,Female,3,Sales Executive,1,Single,7637,7,Y,No,11,4,0,28,3,2,21,16,7,9,0
40,No,Travel_Rarely,Research & Development,31,2,3,Male,3,Laboratory Technician,4,Married,2741,8,Y,Yes,15,3,1,15,2,4,7,2,3,7,0
27,No,Travel_Rarely,Sales,18,3,3,Female,4,Sales Representative,4,Married,2534,8,Y,No,14,2,1,5,4,3,1,0,0,0,0
21,Yes,Travel_Rarely,Research & Development,16,3,3,Female,2,Laboratory Technician,1,Single,1416,1,Y,No,13,1,0,1,6,2,1,0,1,0,0
32,No,Travel_Rarely,Research & Development,2,1,4,Male,3,Research Scientist,1,Single,2956,1,Y,No,13,4,0,1,2,3,1,0,0,0,0
38,No,Travel_Rarely,Research & Development,29,3,2,Male,1,Healthcare Representative,4,Married,5811,3,Y,Yes,16,3,1,15,2,3,1,0,1,0,0
36,Yes,Travel_Rarely,Research & Development,14,3,4,Male,2,Research Scientist,3,Married,3388,0,Y,Yes,17,1,1,2,0,2,1,0,0,0,0
31,No,Travel_Frequently,Research & Development,2,1,3,Female,3,Manufacturing Director,1,Married,4148,1,Y,No,12,3,1,4,1,3,4,3,0,3,0
35,Yes,Travel_Rarely,Research & Development,37,2,2,Male,2,Manufacturing Director,3,Married,5916,3,Y,Yes,13,1,0,8,1,3,1,0,0,1,0
50,No,Travel_Rarely,Research & Development,11,2,2,Female,2,Research Director,3,Divorced,18740,5,Y,Yes,12,4,1,29,2,2,27,3,13,8,0
24,No,Travel_Rarely,Research & Development,14,3,3,Male,4,Research Scientist,3,Married,4401,1,Y,No,16,4,1,5,1,3,5,3,0,4,0
37,No,Travel_Rarely,Research & Development,16,3,2,Female,3,Research Scientist,2,Married,3936,1,Y,No,11,1,1,8,2,1,8,4,7,7,0
44,No,Non-Travel,Research & Development,37,3,2,Male,3,Laboratory Technician,2,Married,2042,4,Y,No,12,3,1,17,3,4,3,2,1,2,0
30,No,Non-Travel,Research & Development,5,3,3,Male,3,Laboratory Technician,4,Married,2097,4,Y,No,15,3,1,9,3,1,5,3,1,4,0
31,No,Travel_Frequently,Research & Development,39,1,4,Female,3,Manufacturing Director,4,Single,5238,2,Y,No,20,4,0,9,3,2,5,4,1,4,1
46,Yes,Travel_Rarely,Sales,14,2,3,Male,2,Sales Executive,4,Single,9619,1,Y,No,16,4,0,9,3,3,9,8,4,7,0
29,No,Travel_Rarely,Research & Development,6,3,4,Female,2,Research Scientist,1,Divorced,2109,1,Y,No,13,3,1,1,2,3,1,0,0,0,0
27,No,Travel_Frequently,Sales,5,1,4,Female,4,Sales Executive,4,Divorced,4647,1,Y,Yes,20,2,2,6,3,3,6,5,0,4,1
50,No,Travel_Frequently,Research & Development,32,5,2,Male,3,Healthcare Representative,3,Married,11245,2,Y,Yes,15,3,1,32,3,3,30,8,12,13,0
41,Yes,Travel_Rarely,Research & Development,19,3,2,Female,3,Research Director,3,Married,19545,1,Y,No,12,4,0,23,0,3,22,15,15,8,0
41,No,Travel_Rarely,Sales,10,3,4,Male,3,Sales Executive,3,Single,9241,1,Y,No,12,2,0,10,3,3,10,8,8,7,0
50,No,Travel_Frequently,Research & Development,35,5,3,Male,1,Research Director,4,Single,14411,1,Y,Yes,13,4,0,32,2,3,32,6,13,9,0
38,Yes,Travel_Rarely,Research & Development,47,1,2,Male,3,Healthcare Representative,1,Married,6673,7,Y,Yes,19,2,0,17,2,3,1,0,0,0,0
26,No,Travel_Rarely,Sales,45,2,1,Male,3,Sales Executive,2,Married,6272,1,Y,No,20,4,2,6,5,4,5,3,1,4,1
47,Yes,Travel_Frequently,Sales,43,2,2,Female,4,Sales Executive,3,Single,6397,4,Y,Yes,12,4,0,8,2,3,5,4,1,3,0
35,No,Travel_Rarely,Research & Development,3,3,3,Male,2,Manufacturing Director,2,Divorced,10274,2,Y,No,18,2,1,15,2,4,7,7,6,4,0
58,No,Travel_Rarely,Research & Development,37,4,1,Male,3,Research Scientist,3,Divorced,2372,1,Y,No,12,4,2,2,3,3,2,2,2,2,0
29,No,Travel_Rarely,Sales,16,3,4,Male,3,Sales Representative,2,Divorced,2297,1,Y,No,14,4,2,2,2,3,2,2,2,2,0
39,No,Travel_Rarely,Research & Development,2,3,3,Male,4,Healthcare Representative,4,Divorced,9613,0,Y,No,17,1,3,19,5,2,18,10,3,7,0
40,No,Travel_Frequently,Research & Development,42,2,3,Female,2,Research Scientist,4,Married,4422,3,Y,Yes,13,4,1,16,3,1,1,1,0,0,0
32,No,Non-Travel,Research & Development,2,3,3,Female,2,Laboratory Technician,2,Married,2332,6,Y,No,20,3,0,5,3,3,3,0,0,2,1
45,No,Non-Travel,Sales,42,3,1,Male,2,Sales Executive,1,Married,4385,1,Y,No,15,1,1,10,2,3,10,7,4,5,0
50,No,Travel_Rarely,Research & Development,3,4,2,Male,3,Research Director,3,Married,19237,2,Y,Yes,11,4,1,29,2,2,8,1,7,7,0
35,Yes,Travel_Rarely,Research & Development,3,3,1,Female,3,Laboratory Technician,1,Divorced,2074,1,Y,Yes,12,4,1,1,2,3,1,0,0,0,0
28,Yes,Travel_Rarely,Research & Development,27,3,3,Male,2,Laboratory Technician,4,Divorced,2367,5,Y,No,12,1,1,6,2,2,4,1,0,3,0
18,No,Non-Travel,Research & Development,2,3,4,Female,3,Laboratory Technician,4,Single,1611,1,Y,No,15,3,0,0,5,4,0,0,0,0,0
31,Yes,Travel_Frequently,Research & Development,47,2,3,Male,2,Laboratory Technician,2,Single,3479,0,Y,No,11,2,0,6,2,4,5,4,1,4,0
35,No,Travel_Rarely,Research & Development,34,1,4,Female,3,Healthcare Representative,4,Married,4014,1,Y,Yes,25,4,1,10,2,1,10,6,0,7,1
41,No,Travel_Rarely,Research & Development,8,3,2,Male,4,Healthcare Representative,2,Single,6870,3,Y,No,12,1,0,11,3,1,3,2,1,2,0
34,No,Non-Travel,Sales,37,4,2,Male,3,Sales Executive,3,Single,4568,0,Y,No,20,3,0,10,2,3,9,5,8,7,1
47,No,Travel_Frequently,Sales,5,3,4,Female,3,Sales Executive,3,Divorced,13770,9,Y,Yes,12,4,2,28,2,2,22,2,11,13,0
39,No,Travel_Rarely,Sales,3,5,1,Male,4,Sales Executive,3,Single,7880,0,Y,No,18,4,0,9,3,3,8,7,0,7,0
38,No,Non-Travel,Human Resources,3,3,1,Male,3,Human Resources,2,Divorced,2592,5,Y,No,13,4,3,13,3,1,11,10,3,8,0
28,No,Travel_Rarely,Research & Development,2,3,3,Male,3,Research Scientist,4,Married,2044,1,Y,No,11,3,1,5,6,4,5,3,0,3,0
33,No,Travel_Rarely,Research & Development,40,3,4,Male,2,Manufacturing Director,2,Single,4320,1,Y,No,13,4,0,5,2,3,5,3,0,2,0
35,No,Travel_Frequently,Research & Development,3,3,2,Female,3,Laboratory Technician,2,Single,4425,5,Y,No,11,4,0,10,5,3,6,2,1,2,0
58,Yes,Travel_Frequently,Research & Development,3,1,4,Male,2,Laboratory Technician,4,Divorced,2380,9,Y,Yes,14,4,1,3,3,2,1,0,0,0,0
39,No,Travel_Rarely,Research & Development,10,3,2,Female,3,Manufacturing Director,2,Single,8376,4,Y,No,18,4,0,9,3,3,2,0,2,2,0
33,No,Non-Travel,Research & Development,6,3,4,Male,3,Research Scientist,2,Divorced,3055,5,Y,No,15,4,2,11,2,2,9,8,1,7,0
34,No,Travel_Rarely,Research & Development,31,3,2,Female,2,Research Scientist,4,Married,2929,1,Y,No,12,2,0,10,3,3,10,9,8,7,0
48,No,Travel_Rarely,Research & Development,6,3,4,Male,3,Manufacturing Director,4,Single,7898,1,Y,No,11,3,0,11,2,3,10,9,0,8,0
28,No,Travel_Rarely,Research & Development,3,1,1,Male,2,Research Scientist,2,Married,3201,0,Y,No,17,1,0,6,2,1,5,3,0,4,0
31,No,Travel_Rarely,Research & Development,19,3,4,Female,3,Healthcare Representative,4,Married,5855,0,Y,Yes,11,3,2,10,2,1,9,7,8,5,0
29,No,Travel_Rarely,Research & Development,14,5,2,Male,2,Laboratory Technician,4,Single,3983,0,Y,No,17,3,0,4,2,3,3,2,2,2,0
41,No,Travel_Frequently,Research & Development,14,3,1,Male,3,Research Director,3,Divorced,19419,2,Y,No,17,2,1,21,2,4,18,16,0,11,0
26,No,Travel_Rarely,Sales,37,3,3,Female,2,Sales Executive,4,Married,4157,7,Y,Yes,19,3,1,5,2,2,2,2,0,0,0
53,No,Travel_Rarely,Research & Development,21,2,4,Female,4,Manufacturing Director,1,Divorced,4450,1,Y,No,11,3,2,5,3,3,4,2,1,3,0
53,No,Travel_Frequently,Sales,3,3,3,Female,2,Sales Executive,2,Married,7525,2,Y,No,12,1,1,30,2,3,15,7,6,12,0
45,No,Travel_Rarely,Research & Development,45,3,4,Male,3,Research Scientist,4,Married,2132,4,Y,No,20,4,1,8,3,3,5,4,0,3,1
33,Yes,Travel_Rarely,Research & Development,23,3,3,Male,3,Laboratory Technician,4,Married,2436,5,Y,Yes,13,3,1,8,2,1,5,4,0,4,0
42,No,Travel_Rarely,Research & Development,19,3,2,Male,3,Laboratory Technician,2,Divorced,2766,8,Y,No,22,2,3,7,6,2,5,3,0,4,1
29,No,Non-Travel,Research & Development,2,1,4,Male,3,Manufacturing Director,3,Married,4319,1,Y,No,13,1,1,10,1,3,10,7,0,9,0
50,No,Travel_Rarely,Research & Development,45,3,4,Female,3,Research Director,1,Married,16880,4,Y,Yes,11,2,0,25,2,3,3,2,1,2,0
35,No,Travel_Rarely,Human Resources,42,4,3,Female,3,Human Resources,4,Single,8837,1,Y,Yes,16,3,0,9,2,3,9,0,1,7,0
31,No,Travel_Rarely,Human Resources,13,2,4,Female,4,Human Resources,2,Single,2109,9,Y,No,18,4,0,8,3,3,3,2,0,2,0
36,No,Travel_Frequently,Research & Development,10,4,1,Male,4,Laboratory Technician,1,Married,5562,3,Y,Yes,13,4,1,9,3,3,3,2,0,2,0
30,No,Travel_Rarely,Research & Development,26,1,2,Male,3,Research Scientist,4,Married,2862,1,Y,No,12,2,1,10,2,2,10,0,0,8,0
41,No,Travel_Rarely,Sales,10,3,4,Female,3,Manager,4,Single,13591,3,Y,Yes,18,3,0,16,3,3,1,0,0,0,0
58,No,Travel_Rarely,Research & Development,2,3,4,Female,3,Research Director,1,Married,19701,3,Y,Yes,21,3,1,32,3,3,9,8,1,5,1
34,No,Travel_Frequently,Research & Development,31,3,3,Female,3,Laboratory Technician,2,Divorced,4444,4,Y,No,13,3,2,15,2,4,11,8,5,10,0
26,No,Travel_Rarely,Research & Development,11,3,3,Male,4,Laboratory Technician,1,Single,3578,0,Y,No,12,4,0,8,2,3,7,7,0,7,0
38,No,Travel_Frequently,Research & Development,5,4,3,Male,3,Research Scientist,3,Married,2821,3,Y,No,16,1,1,8,2,3,2,2,2,2,0
39,No,Travel_Rarely,Sales,24,4,2,Male,3,Sales Executive,1,Single,13341,0,Y,No,12,1,0,21,3,3,20,8,11,10,0
56,No,Travel_Rarely,Research & Development,2,2,1,Female,3,Research Scientist,1,Married,2066,2,Y,No,22,4,1,5,3,4,3,2,1,0,1
51,No,Travel_Rarely,Research & Development,5,3,4,Female,3,Healthcare Representative,2,Single,13734,3,Y,No,18,3,0,21,6,3,7,7,1,0,0
47,No,Travel_Rarely,Research & Development,8,5,4,Male,3,Research Director,3,Married,18300,4,Y,No,11,2,1,21,2,3,3,2,1,1,0
